movieId,title,release_year
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D),2000
5147,Wild Strawberries (Smultronstället),1957
5151,40 Days and 40 Nights,2002
5152,We Were Soldiers,2002
5155,The Big Bird Cage,1972
5156,The Big Doll House,1971
5159,Ferngully: The Last Rainforest,1992
5165,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2),1979
5168,Royal Wedding,1951
5170,All About the Benjamins,2002
5177,The Magnificent Ambersons,1942
5178,Fun,1994
5181,Hangar 18,1980
5187,Hopscotch,1980
5189,Humanoids from the Deep,1980
5197,Little Darlings,1980
5198,The Long Good Friday,1980
5202,Mon oncle d'Amérique,1980
5205,Motel Hell,1980
5209,Ffolkes,1979
5212,The Octagon,1980
5213,"Oh, God! Book II",1980
5214,"Oh, God!",1977
5218,Ice Age,2002
5219,Resident Evil,2002
5220,Showtime,2002
5221,Harrison's Flowers,2000
5222,Kissing Jessica Stein,2001
5224,Promises,2001
5225,And Your Mother Too (Y tu mamá también),2001
5226,All the Right Moves,1983
5231,Road to Morocco,1942
5237,Taps,1981
5238,Return of the Secaucus 7,1980
5239,Rude Boy,1980
5241,Seems Like Old Times,1980
5244,Shogun Assassin,1980
5246,Smokey and the Bandit II,1980
5247,Smokey and the Bandit,1977
5248,Smokey and the Bandit III,1983
5250,Stir Crazy,1980
5254,Blade II,2002
5255,Sorority Boys,2002
5256,Stolen Summer,2002
5258,George Washington,2000
5264,Clockstoppers,2002
5265,Death to Smoochy,2002
5266,Panic Room,2002
5267,The Rookie,2002
5268,No Such Thing,2001
5269,The Piano Teacher (La pianiste),2001
5272,Time Out (L'emploi du temps),2001
5275,Boxcar Bertha,1972
5278,Fraternity Vacation,1985
5279,Impromptu,1991
5282,High Crimes,2002
5283,National Lampoon's Van Wilder,2002
5284,Crush,2001
5285,Lucky Break,2001
5288,The Atomic Cafe,1982
5291,Rashomon (Rashômon),1950
5292,Slap Shot,1977
5293,Changing Lanes,2002
5294,Frailty,2001
5296,The Sweetest Thing,2002
5297,The Cat's Meow,2002
5298,Human Nature,2001
5299,My Big Fat Greek Wedding,2002
5300,3:10 to Yuma,1957
5303,Joe Versus the Volcano,1990
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta)",1945
5307,Taking Care of Business,1990
5308,Three Men and a Baby,1987
5309,Three Men and a Little Lady,1990
5311,The Watcher in the Woods,1980
5312,Murder by Numbers,2002
5313,The Scorpion King,2002
5316,Enigma,2001
5319,Nine Queens (Nueve reinas),2000
5321,The Triumph of Love,2001
5322,World Traveler,2001
5323,Jason X,2002
5324,Life or Something Like It,2002
5325,Dogtown and Z-Boyz,2001
5328,Rain,2001
5329,The Salton Sea,2002
5333,Bob le Flambeur,1955
5334,Cadillac Man,1990
5337,Delirious,1991
5338,Full Moon in Blue Water,1988
5339,Husbands and Wives,1992
5341,Lenny,1974
5345,Triumph of the Spirit,1989
5346,Wild Orchid,1990
5347,Deuces Wild,2002
5348,Hollywood Ending,2002
5349,Spider-Man,2002
5353,Butterflies Are Free,1972
5356,The Giant Spider Invasion,1975
5357,Iron Will,1994
5358,Mountains of the Moon,1990
5361,White Fang,1991
5363,The New Guy,2002
5364,Unfaithful,2002
5365,"The Lady and the Duke (Anglaise et le duc, L')",2001
5372,Calamity Jane,1953
5373,The Cranes Are Flying (Letyat zhuravli),1957
5375,The Harvey Girls,1946
5377,About a Boy,2002
5378,Star Wars: Episode II - Attack of the Clones,2002
5379,The Believer,2001
5380,The Importance of Being Earnest,2002
5382,Every Which Way But Loose,1978
5384,I Want to Live!,1958
5385,The Last Waltz,1978
5387,Enough,2002
5389,Spirit: Stallion of the Cimarron,2002
5390,CQ,2001
5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations),2001
5397,Monkey Business,1952
5398,Requiem for a Heavyweight,1962
5400,The Sum of All Fears,2002
5401,Undercover Brother,2002
5404,84 Charing Cross Road,1987
5409,Rapid Fire,1992
5410,Silent Running,1972
5414,Bad Company,2002
5415,Divine Secrets of the Ya-Ya Sisterhood,2002
5416,Cherish,2002
5417,The Fast Runner (Atanarjuat),2001
5418,The Bourne Identity,2002
5419,Scooby-Doo,2002
5420,Windtalkers,2002
5421,The Dangerous Lives of Altar Boys,2002
5422,The Emperor's New Clothes,2001
5423,Gangster No. 1,2000
5424,Harvard Man,2001
5425,Dark Blue World (Tmavomodrý svet),2001
5427,Caveman,1981
5428,Cheech & Chong's The Corsican Brothers,1984
5433,Silver Bullet (Stephen King's Silver Bullet),1985
5434,"Sorry, Wrong Number",1948
5435,Hombre,1967
5437,The Manhattan Project,1986
5438,Men at Work,1990
5440,She Wore a Yellow Ribbon,1949
5442,V. I. Warshawski,1991
5443,Juwanna Mann,2002
5444,Lilo & Stitch,2002
5445,Minority Report,2002
5446,Rabbit-Proof Fence,2002
5447,Sunshine State,2002
5448,Hey Arnold! The Movie,2002
5449,Mr. Deeds,2002
5450,Lovely & Amazing,2001
5451,Pumpkin,2002
5452,Look Who's Talking Now,1993
5454,Mo' Money,1992
5455,The Object of Beauty,1991
5456,Wagons East,1994
5458,Like Mike,2002
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),2002
5460,The Powerpuff Girls,2002
5461,Me Without You,2001
5462,The Crocodile Hunter: Collision Course,2002
5463,Reign of Fire,2002
5464,Road to Perdition,2002
5465,All About Lily Chou-Chou (Riri Shushu no subete),2001
5466,My Wife is an Actress (Ma Femme est une Actrice),2001
5468,20 Million Miles to Earth,1957
5470,The Importance of Being Earnest,1952
5471,Perfect,1985
5472,1776,1972
5475,Z,1969
5476,Halloween: Resurrection (Halloween 8),2002
5477,Sex and Lucia (Lucía y el sexo),2001
5478,Eight Legged Freaks,2002
5479,K-19: The Widowmaker,2002
5480,Stuart Little 2,2002
5481,Austin Powers in Goldmember,2002
5483,The Kid Stays in the Picture,2002
5485,Tadpole,2002
5486,Who Is Cletis Tout?,2001
5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),1979
5490,The Big Bus,1976
5493,In Like Flint,1967
5497,Our Man Flint,1965
5498,Red Beard (Akahige),1965
5499,Robin and Marian,1976
5500,Top Secret!,1984
5501,The Master of Disguise,2002
5502,Signs,2002
5503,"The Last Kiss (Ultimo bacio, L')",2001
5504,Spy Kids 2: The Island of Lost Dreams,2002
5505,The Good Girl,2002
5506,Blood Work,2002
5507,xXx,2002
5508,24 Hour Party People,2002
5512,Secret Ballot (Raye makhfi),2001
5513,Martin Lawrence Live: Runteldat,2002
5515,Songs From the Second Floor (Sånger från andra våningen),2000
5521,The Principal,1987
5522,Rollerball,1975
5523,The Adventures of Pluto Nash,2002
5524,Blue Crush,2002
5525,Mostly Martha (Bella Martha),2001
5527,Possession,2002
5528,One Hour Photo,2002
5529,Serving Sara,2002
5530,Simone (S1m0ne),2002
5531,Undisputed,2002
5532,Amy's O (a.k.a. Amy's Orgasm),2001
5537,Satin Rouge,2002
5538,The Care Bears Movie,1985
5539,Care Bears Movie II: A New Generation,1986
5540,Clash of the Titans,1981
5541,Hot Shots!,1991
5543,The Swarm,1978
5544,Time After Time,1979
5548,Down and Out in Beverly Hills,1986
5550,Love Me Tender,1956
5553,Stakeout,1987
5556,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com),2002
5560,À nous la liberté (Freedom for Us),1931
5562,Snipes,2001
5563,City by the Sea,2002
5564,Swimfan,2002
5568,Johnny Dangerously,1984
5569,The Last House on the Left,1972
5570,Thesis (Tesis),1996
5572,Barbershop,2002
5573,Stealing Harvard,2002
5574,The Transporter,2002
5575,Alias Betty (Betty Fisher et autres histoires),2001
5577,Igby Goes Down,2002
5580,Aspen Extreme,1993
5581,Betsy's Wedding,1990
5582,Captain Ron,1992
5584,Ernest Goes to Jail,1990
5585,Ernest Scared Stupid,1991
5588,The Hills Have Eyes,1977
5590,The Mack,1973
5591,Monkey Trouble,1994
5596,Spaced Invaders,1990
5597,Suburban Commando,1991
5601,The Yearling,1946
5602,The Ladykillers,1955
5603,The Lavender Hill Mob,1951
5604,The Man in the White Suit,1951
5607,"Son of the Bride (Hijo de la novia, El)",2001
5608,The Das Experiment (Experiment),2001
5609,Ballistic: Ecks vs. Sever,2002
5610,The Banger Sisters,2002
5611,The Four Feathers,2002
5612,Trapped,2002
5613,8 Women,2002
5614,"The His Secret Life (a.k.a. Ignorant Fairies) (Fate ignoranti, Le)",2001
5615,Invincible,2001
5617,Secretary,2002
5618,Spirited Away (Sen to Chihiro no kamikakushi),2001
5619,The Trials of Henry Kissinger,2002
5620,Sweet Home Alabama,2002
5621,The Tuxedo,2002
5625,Moonlight Mile,2002
5628,Wasabi,2001
5629,Jonah: A VeggieTales Movie,2002
5630,Red Dragon,2002
5632,Bloody Sunday,2002
5633,Heaven,2002
5635,The Man from Elysian Fields,2001
5636,Welcome to Collinwood,2002
5637,Flirting,1991
5638,Godzilla vs. Mothra (Mosura tai Gojira),1964
5640,"Godzilla, King of the Monsters! (Kaijû-ô Gojira)",1956
5643,Powaqqatsi,1988
5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie),2002
5720,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure)",1981
5736,Faces of Death 3,1985
5772,My Dinner with André,1981
5849,I'm Starting From Three (Ricomincio da Tre),1981
5912,Hit the Bank (Vabank),1981
5949,Intact (Intacto),2001
6025,CB4 - The Movie,1993
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin),2002
6123,Sunless (Sans Soleil),1983
6140,Tenebre,1982
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout),2002
6270,Akira Kurosawa's Dreams (Dreams),1990
6306,I Am Trying to Break Your Heart,2002
6380,Capturing the Friedmans,2003
6408,Animals are Beautiful People,1974
6425,The 6th Man (Sixth Man),1997
6433,The Man with the Movie Camera (Chelovek s kino-apparatom),1929
6493,Alex and Emma,2003
6563,Masked & Anonymous,2003
6566,Spy Kids 3-D: Game Over,2003
6588,And Now... Ladies and Gentlemen...,2002
6596,"Divorce, Le",2003
6604,Hawks and Sparrows (Uccellacci e Uccellini),1966
6671,"Angel at My Table, An",1990
6688,Autumn Spring (Babí léto),2001
6706,Taking Sides,2001
6911,The Jolson Story,1946
6918,The Unvanquished (Aparajito),1957
6920,"The Cercle Rouge, Le (Red Circle)",1970
6945,My Architect: A Son's Journey,2003
6969,"The Dernier Combat, Le (Last Battle)",1983
7033,The Secret of My Succe$s (a.k.a. The Secret of My Success),1987
7156,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",1953
7234,"Strada, La",1954
7243,Intolerance: Love's Struggle Throughout the Ages,1916
7264,An Amazing Couple,2002
7282,"Hip Hop Witch, Da",2000
7297,Kitchen Stories (Salmer fra kjøkkenet),2003
7333,"The Corbeau, Le (Raven)",1943
7587,"The Samouraï, Le (Godson)",1967
7727,Protocol,1984
7728,The Postman Always Rings Twice,1946
7730,Matinee,1993
7742,Baxter,1989
7743,Explorers,1985
7745,The Scent of Green Papaya (Mùi du du xhan - L'odeur de la papaye verte),1993
7748,Pierrot le fou,1965
7749,Weekend (a.k.a. Le Week-end) (Week End),1967
7753,Tuesdays with Morrie,1999
7756,Alexander Nevsky (Aleksandr Nevskiy),1938
7757,Jason and the Argonauts,1963
7762,"Tinker, Tailor, Soldier, Spy",1979
7766,Throne of Blood (Kumonosu jô),1957
7767,The Best of Youth (La meglio gioventù),2003
7772,Undercurrent,1946
7773,"Bang, Bang, You're Dead",2002
7781,Twister,1990
7782,Sniper,1993
7786,Genghis Blues,1999
7789,"11'09""01 - September 11",2002
7792,The Parallax View,1974
7802,The Warriors,1979
7810,Babylon 5: A Call to Arms,1999
7811,Babylon 5: The River of Souls,1998
7812,Babylon 5: Thirdspace,1998
7815,True Stories,1986
7820,The Virgin Spring (Jungfrukällan),1960
7822,Mogambo,1953
7826,The Secret Life of Walter Mitty,1947
7831,Another Thin Man,1939
7832,The Thin Man Goes Home,1945
7833,Shadow of the Thin Man,1941
7834,After the Thin Man,1936
7835,Song of the Thin Man,1947
7839,Love Crazy,1941
7840,Gunga Din,1939
7841,Children of Dune,2003
7842,Dune,2000
7843,Lammbock,2001
7844,The Legend (Legend of Fong Sai-Yuk) (Fong Sai Yuk),1993
7845,Tremors II: Aftershocks,1996
7846,Tremors 3: Back to Perfection,2001
7879,Notorious C.H.O.,2002
7882,The Plague of the Zombies,1966
7883,I Walked with a Zombie,1943
7884,Highway 61,1991
7888,How to Succeed in Business Without Really Trying,1967
7889,Pat Garrett and Billy the Kid,1973
7891,"The Last Man on Earth (Ultimo uomo della Terra, L')",1964
7894,"Duck, You Sucker",1971
7895,Bring Me the Head of Alfredo Garcia,1974
7896,Ride the High Country,1962
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),1975
7900,Frankenstein Must Be Destroyed,1969
7916,Gidget,1959
7920,Desperate Living,1977
7924,Stray Dog (Nora inu),1949
7925,The Hidden Fortress (Kakushi-toride no san-akunin),1958
7926,High and Low (Tengoku to jigoku),1963
7930,The People Under the Stairs,1991
7932,Dark Days,2000
7934,Zelig,1983
7936,Shame (Skammen),1968
7937,The Silence (Tystnaden),1963
7938,Winter Light (Nattvardsgästerna),1963
7939,Through a Glass Darkly (Såsom i en spegel),1961
7940,The Magician,1958
7943,The Killers,1946
7944,The Night of the Iguana,1964
7951,Nightbreed,1990
7976,Ken Park,2002
7979,Monterey Pop,1968
7980,"Bridge Too Far, A",1977
7981,Infernal Affairs (Mou gaan dou),2002
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon)",2003
7983,Broadway Danny Rose,1984
7984,From Beyond,1986
7986,Robot Jox,1990
7987,Dolls,1987
7988,Space Truckers,1996
7991,Death Race 2000,1975
7993,"Bucket Of Blood, A",1959
8008,Brigadoon,1954
8010,The Power of One,1992
8011,The Weather Underground,2002
8012,Kikujiro (Kikujirô no natsu),1999
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",2003
8015,The Phantom Tollbooth,1970
8016,The Getaway,1972
8019,Dark Water (Honogurai mizu no soko kara),2002
8024,The Thing Called Love,1993
8025,The Thief,1997
8033,How to Steal a Million,1966
8035,"The Stendhal Syndrome (Sindrome di Stendhal, La)",1996
8042,Mean Streets,1973
8043,Jack the Bear,1993
8044,I Am a Fugitive from a Chain Gang,1932
8045,Hamburger Hill,1987
8057,Sweet Bird of Youth,1962
8092,Frankenstein Unbound,1990
8093,Shiri (Swiri),1999
8094,Bad Day at Black Rock,1955
8117,In China They Eat Dogs (I Kina spiser de hunde),1999
8118,Delta Force 2 (Delta Force 2: The Colombian Connection),1990
8119,Crossroads,1986
8121,"Seducing Doctor Lewis (Grande séduction, La)",2003
8125,Sunrise: A Song of Two Humans,1927
8126,Shock Corridor,1963
8128,Au revoir les enfants,1987
8131,Pursuit of Happiness,2001
8132,Gladiator,1992
8136,Indestructible Man,1956
8137,The Wasp Woman,1959
8138,Attack of the Giant Leeches,1959
8142,Dead or Alive: Hanzaisha,1999
8143,Lola Montès,1955
8147,Charly,1968
8153,Lust for Life,1956
8154,"Dolce Vita, La",1960
8157,Jin Roh: The Wolf Brigade (Jin-Rô),1998
8158,Rush,1991
8167,Captain Blood,1935
8169,*batteries not included,1987
8183,Educating Rita,1983
8188,Sansho the Bailiff (Sanshô dayû),1954
8189,Zazie dans le métro,1960
8190,The Americanization of Emily,1964
8191,Anne of the Thousand Days,1969
8195,"The Avventura, L' (Adventure)",1960
8196,Beyond the Valley of the Dolls,1970
8197,Hiroshima Mon Amour,1959
8199,Ugetsu (Ugetsu monogatari),1953
8207,The Day of the Jackal,1973
8225,Night of the Living Dead,1990
8228,The Maltese Falcon (a.k.a. Dangerous Female),1931
8232,I Love You Again,1940
8235,Safety Last!,1923
8236,While the City Sleeps,1956
8238,Little Murders,1971
8239,Viridiana,1961
8241,Masterminds,1997
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),1979
8254,Arizona Dream,1993
8261,3 Women (Three Women),1977
8264,Grey Gardens,1975
8266,Purple Rain,1984
8268,Point of No Return,1993
8270,The Hairdresser's Husband (Le mari de la coiffeuse),1990
8275,College,1927
8290,Mitchell,1975
8293,Used People,1992
8302,The Front Page,1931
8327,Dolls,2002
8331,The Man Who Came to Dinner,1942
8335,Make Way for Tomorrow,1937
8336,The Major and the Minor,1942
8337,The Caine Mutiny,1954
8338,Black Narcissus,1947
8340,Escape from Alcatraz,1979
8341,Oliver Twist,1948
8360,Shrek 2,2004
8361,The Day After Tomorrow,2004
8362,Raising Helen,2004
8363,Soul Plane,2004
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass),2003
8366,Saved!,2004
8368,Harry Potter and the Prisoner of Azkaban,2004
8369,Mindhunters,2004
8370,The Blind Swordsman: Zatoichi (Zatôichi),2003
8371,The Chronicles of Riddick,2004
8372,Garfield: The Movie,2004
8373,The Stepford Wives,2004
8375,The Hunting of the President,2004
8376,Napoleon Dynamite,2004
8378,The Doctor,1991
8379,The Dresser,1983
8380,Father Hood,1993
8382,Hello Again,1987
8383,Hope Springs,2003
8385,Lover Come Back,1961
8387,Police Academy: Mission to Moscow,1994
8391,Big Wednesday,1978
8402,Book of Love,1990
8405,Hour of the Wolf (Vargtimmen),1968
8410,Suddenly,1954
8424,The Divorcee,1930
8425,Meet the Applegates,1991
8426,Robot Carnival (Roboto kânibauru),1987
8427,Americathon,1979
8446,Sands of Iwo Jima,1949
8447,This Island Earth,1955
8450,Anthony Adverse,1936
8451,Blackboard Jungle,1955
8454,Luna Papa,1999
8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto),1970
8458,To Each His Own,1946
8459,The Heiress,1949
8461,Dragon Seed,1944
8462,Executive Suite,1954
8463,Johnny Belinda,1948
8464,Super Size Me,2004
8465,Johnny Eager,1942
8477,"Jetée, La",1962
8481,Northwest Passage,1940
8482,The Picture of Dorian Gray,1945
8484,The Human Condition I (Ningen no joken I),1959
8487,Please Don't Eat the Daisies,1960
8491,White Heat,1949
8492,"Christmas Carol, A (Scrooge)",1951
8493,Memphis Belle,1990
8494,The Cincinnati Kid,1965
8495,Animal Factory,2000
8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),1974
8501,The Hitcher,1986
8502,Show Boat,1951
8506,Fear X,2003
8507,Freaks,1932
8511,The Immigrant,1917
8512,Silent Movie,1976
8518,Anna Christie,1930
8521,Dr. Jekyll and Mr. Hyde,1931
8526,Around the World in 80 Days,2004
8528,Dodgeball: A True Underdog Story,2004
8529,The Terminal,2004
8530,Dear Frankie,2004
8531,White Chicks,2004
8532,The Door in the Floor,2004
8533,The Notebook,2004
8534,Two Brothers (Deux frères),2004
8535,De-Lovely,2004
8542,"Day at the Races, A",1937
8571,Bob & Carol & Ted & Alice,1969
8574,"Claymation Christmas Celebration, A",1987
8575,"Happenstance (Battement d'ailes du papillon, Le)",2001
8577,Comandante,2003
8578,Undead,2003
8580,Into the Woods,1991
8581,Pirates of Silicon Valley,1999
8582,Manufacturing Consent: Noam Chomsky and the Media,1992
8587,Mayor of the Sunset Strip,2003
8588,Killing Me Softly,2002
8591,The Philadelphia Experiment,1984
8593,Juice,1992
8596,Revenge of the Pink Panther,1978
8600,Angels with Dirty Faces,1938
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),1933
8604,Taxi,1998
8605,Taxi 3,2003
8607,Tokyo Godfathers,2003
8609,Our Hospitality,1923
8610,All of Me,1984
8611,The Farmer's Daughter,1947
8614,Overboard,1987
8617,Butterfield 8,1960
8620,"The Exterminating Angel (Ángel exterminador, El)",1962
8622,Fahrenheit 9/11,2004
8623,Roxanne,1987
8626,Dr. Terror's House of Horrors,1965
8632,Secret Society,2002
8633,The Last Starfighter,1984
8636,Spider-Man 2,2004
8638,Before Sunset,2004
8640,King Arthur,2004
8641,Anchorman: The Legend of Ron Burgundy,2004
8643,"Cinderella Story, A",2004
8644,"I, Robot",2004
8645,"Maria Full of Grace (Maria, Llena eres de gracia)",2004
8650,Long Day's Journey Into Night,1962
8656,"Short Film About Killing, A (Krótki film o zabijaniu)",1988
8665,The Bourne Supremacy,2004
8666,Catwoman,2004
8667,A Home at the End of the World,2004
8670,The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse),1933
8677,Flash Gordon Conquers the Universe,1940
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",1956
8685,The Miracle of Marcelino (Marcelino pan y vino),1955
8690,Slaughterhouse-Five,1972
8695,The Bachelor and the Bobby-Soxer,1947
8711,Mr. Blandings Builds His Dream House,1948
8712,My Favorite Wife,1940
8713,The New Adventures of Pippi Longstocking,1988
8714,Night and Day,1946
8718,The Snake Pit,1948
8720,The Super,1991
8724,"The Leopard (Gattopardo, Il)",1963
8727,The Day of the Locust,1975
8730,To End All Wars,2001
8738,"Woman Is a Woman, A (femme est une femme, Une)",1961
8743,Biggles,1986
8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani)",1963
8753,Unprecedented: The 2000 Presidential Election,2002
8754,The Prime of Miss Jean Brodie,1969
8755,My Voyage to Italy (Il mio viaggio in Italia),1999
8765,This Gun for Hire,1942
8771,Sherlock Holmes: Terror by Night,1946
8772,The Spy Who Came in from the Cold,1965
8773,Sherlock Holmes and the Secret Weapon,1942
8774,Sherlock Holmes: The Woman in Green,1945
8778,Sherlock Holmes: Dressed to Kill,1946
8781,The Manchurian Candidate,2004
8782,Thunderbirds,2004
8783,The Village,2004
8784,Garden State,2004
8795,Musa the Warrior (Musa),2001
8796,"Funny Thing Happened on the Way to the Forum, A",1966
8798,Collateral,2004
8799,Little Black Book,2004
8800,Code 46,2003
8804,"Story of Women (Affaire de femmes, Une)",1988
8807,Harold and Kumar Go to White Castle,2004
8808,The Princess Diaries 2: Royal Engagement,2004
8809,Danny Deckchair,2003
8810,AVP: Alien vs. Predator,2004
8813,We Don't Live Here Anymore,2004
8814,Without a Paddle,2004
8815,Exorcist: The Beginning,2004
8827,"Bill Cosby, Himself",1983
8830,Anacondas: The Hunt for the Blood Orchid,2004
8831,Suspect Zero,2004
8832,Warriors of Heaven and Earth (Tian di ying xiong),2003
8833,Vanity Fair,2004
8835,Paparazzi,2004
8836,Wicker Park,2004
8838,Alice Doesn't Live Here Anymore,1974
8840,Who's That Knocking at My Door?,1967
8844,Camera Buff (Amator),1979
8848,"Vitelloni, I (a.k.a. The Young and the Passionate)",1953
8860,Cellular,2004
8861,Resident Evil: Apocalypse,2004
8864,Mr. 3000,2004
8865,Sky Captain and the World of Tomorrow,2004
8866,Wimbledon,2004
8869,First Daughter,2004
8870,The Forgotten,2004
8873,The Motorcycle Diaries (Diarios de motocicleta),2004
8874,Shaun of the Dead,2004
8875,"Come Back, Little Sheba",1952
8879,Murder on the Orient Express,1974
8880,Mask,1985
8894,Orca: The Killer Whale,1977
8905,1492: Conquest of Paradise,1992
8906,Cannibal Holocaust,1980
8907,Shark Tale,2004
8908,Ladder 49,2004
8910,I Heart Huckabees,2004
8911,Raise Your Voice,2004
8912,Taxi,2004
8914,Primer,2004
8915,Stage Beauty,2004
8916,Shall We Dance?,2004
8917,Team America: World Police,2004
8918,Eulogy,2004
8919,P.S.,2004
8920,The Country Girl,1954
8921,The Rose Tattoo,1955
8928,The Fearless Vampire Killers,1967
8933,"The Decline of the American Empire (Déclin de l'empire américain, Le)",1986
8934,Bebe's Kids,1992
8937,Friday Night Lights,2004
8938,Tarnation,2003
8939,The Final Cut,2004
8943,Being Julia,2004
8946,Surviving Christmas,2004
8947,The Grudge,2004
8948,Alfie,2004
8949,Sideways,2004
8950,The Machinist,2004
8951,Vera Drake,2004
8952,Falling Angels,2003
8954,Lightning in a Bottle,2004
8955,Undertow,2004
8957,Saw,2004
8958,Ray,2004
8959,Birth,2004
8961,The Incredibles,2004
8964,Callas Forever,2002
8965,The Polar Express,2004
8966,Kinsey,2004
8967,Seed of Chucky (Child's Play 5),2004
8968,After the Sunset,2004
8969,Bridget Jones: The Edge of Reason,2004
8970,Finding Neverland,2004
8972,National Treasure,2004
8973,Bad Education (La mala educación),2004
8974,The SpongeBob SquarePants Movie,2004
8977,Alexander,2004
8978,Christmas with the Kranks,2004
8979,Guerrilla: The Taking of Patty Hearst,2004
8981,Closer,2004
8982,I Am David,2003
8983,House of Flying Daggers (Shi mian mai fu),2004
8984,Ocean's Twelve,2004
8985,Blade: Trinity,2004
8987,Bush's Brain,2004
8989,Damn Yankees!,1958
8998,That's Entertainment,1974
9004,D.A.R.Y.L.,1985
9005,Fire in the Sky,1993
9008,The Invisible Man Returns,1940
9010,Love Me If You Dare (Jeux d'enfants),2003
9018,Control Room,2004
25746,The Hunchback of Notre Dame,1923
25750,Sherlock Jr.,1924
25752,The Freshman,1925
25753,Greed,1924
25757,The Jazz Singer,1927
25769,"Steamboat Bill, Jr.",1928
25771,"Andalusian Dog, An (Chien andalou, Un)",1929
25773,Little Caesar,1931
25782,Boudu Saved From Drowning (Boudu sauvé des eaux),1932
25788,Scarface,1932
25805,"Atalante, L'",1934
26078,Advise and Consent,1962
26236,The White Sun of the Desert (Beloe solntse pustyni),1970
26258,"Topo, El",1970
26444,The Hitch Hikers Guide to the Galaxy,1981
26472,"Norte, El",1984
26587,The Decalogue (Dekalog),1989
26729,Hearts of Darkness: A Filmmakers Apocalypse,1991
26741,Mannequin 2: On the Move,1991
26797,Visions of Light: The Art of Cinematography,1992
26854,The Darkman II: Return of Durant,1995
26999,The Lion King II: Simba's Pride,1998
27134,Dark Portals: The Chronicles of Vidocq  (Vidocq),2001
27140,Candyman 3: Day of the Dead,1999
27369,Daria: Is It Fall Yet?,2000
27480,Dead or Alive 2: Tôbôsha,2000
27482,Cube 2: Hypercube,2002
27619,The Lion King 1½,2004
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),2003
27706,Lemony Snicket's A Series of Unfortunate Events,2004
27746,Ginger Snaps: Unleashed,2004
27802,Infernal Affairs 2 (Mou gaan dou II),2003
27820,"The Story of the Weeping Camel (Geschichte vom weinenden Kamel, Die)",2003
27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),2004
31086,Battles Without Honor & Humanity (Jingi naki tatakai),1973
31545,"The Trou, Le (Hole) (Night Watch)",1960
31590,Hands Off the Loot (Touchez pas au grisbi),1954
32009,Tyler Perry's Diary of a Mad Black Woman,2005
32243,Stealing Rembrandt (Rembrandt),2003
32296,Miss Congeniality 2: Armed and Fabulous,2005
32392,800 Bullets (800 Balas),2002
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers),2003
32743,Ringu 0: Bâsudei,2000
32799,Maidens in Uniform (Mädchen in Uniform),1931
33132,State Property 2,2005
33966,Cop and ½,1993
34450,Miracles - Mr. Canton and Lady Rose,1989
34811,Pusher II: With Blood on My Hands,2004
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),1999
36708,Family Guy Presents Stewie Griffin: The Untold Story,2005
37386,Aeon Flux,2005
37475,"Unfinished Life, An",2005
38038,Wallace & Gromit in The Curse of the Were-Rabbit,2005
38304,No Direction Home: Bob Dylan,2005
39307,Dreamer: Inspired by a True Story,2005
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan),2002
42718,District 13 (Banlieue 13),2004
43289,The Bird People in China (Chûgoku no chôjin),1998
43460,Tristram Shandy: A Cock and Bull Story,2005
44022,Ice Age 2: The Meltdown,2006
44931,Secrets of a Soul (Geheimnisse einer Seele),1926
45361,"American Haunting, An",2005
45950,"Inconvenient Truth, An",2006
