,movieId,count,mean,bayesian_avg,title
1989,2644,9,3.3333333333333335,3.3,Dracula (1931)
1990,2648,11,3.909090909090909,3.6,Frankenstein (1931)
1991,2651,1,1.0,3.06,Frankenstein Meets the Wolf Man (1943)
1992,2652,1,3.0,3.24,"Curse of Frankenstein, The (1957)"
1993,2654,5,3.6,3.37,"Wolf Man, The (1941)"
1994,2655,1,2.0,3.15,Howling II: Your Sister Is a Werewolf (1985)
1995,2656,1,3.0,3.24,Tarantula (1955)
1996,2657,63,3.3412698412698414,3.33,"Rocky Horror Picture Show, The (1975)"
1997,2659,1,2.0,3.15,It Came from Hollywood (1982)
1998,2660,4,3.5,3.33,"Thing from Another World, The (1951)"
1999,2661,1,3.0,3.24,It Came from Outer Space (1953)
2000,2662,12,3.1666666666666665,3.21,"War of the Worlds, The (1953)"
2001,2664,13,3.769230769230769,3.54,Invasion of the Body Snatchers (1956)
2002,2665,1,1.0,3.06,Earth vs. the Flying Saucers (1956)
2003,2668,8,2.9375,3.12,Swamp Thing (1982)
2004,2669,2,3.5,3.3,Pork Chop Hill (1959)
2005,2670,5,3.6,3.37,Run Silent Run Deep (1958)
2006,2671,56,3.455357142857143,3.43,Notting Hill (1999)
2007,2672,12,2.9583333333333335,3.1,"Thirteenth Floor, The (1999)"
2008,2674,2,2.25,3.1,"Loss of Sexual Innocence, The (1999)"
2009,2676,6,3.1666666666666665,3.23,Instinct (1999)
2010,2677,4,4.375,3.57,Buena Vista Social Club (1999)
2011,2681,3,3.0,3.2,Free Enterprise (1998)
2012,2682,3,4.0,3.43,Limbo (1999)
2013,2683,121,3.1983471074380163,3.2,Austin Powers: The Spy Who Shagged Me (1999)
2014,2686,19,4.026315789473684,3.76,"Red Violin, The (Violon rouge, Le) (1998)"
2015,2687,24,3.4583333333333335,3.4,Tarzan (1999)
2016,2688,15,2.933333333333333,3.07,"General's Daughter, The (1999)"
2017,2690,10,3.7,3.48,"Ideal Husband, An (1999)"
2018,2691,3,3.6666666666666665,3.35,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
2019,2692,75,4.0,3.91,Run Lola Run (Lola rennt) (1998)
2020,2693,4,3.375,3.29,Trekkies (1997)
2021,2694,48,3.1979166666666665,3.21,Big Daddy (1999)
2022,2695,1,2.0,3.15,"Boys, The (1998)"
2023,2696,3,4.333333333333333,3.5,"Dinner Game, The (Dîner de cons, Le) (1998)"
2024,2697,1,3.5,3.28,My Son the Fanatic (1997)
2025,2698,1,2.0,3.15,Zone 39 (1997)
2026,2699,53,2.811320754716981,2.89,Arachnophobia (1990)
2027,2700,76,3.861842105263158,3.79,"South Park: Bigger, Longer and Uncut (1999)"
2028,2701,53,2.207547169811321,2.38,Wild Wild West (1999)
2029,2702,15,3.4,3.34,Summer of Sam (1999)
2030,2706,103,3.378640776699029,3.37,American Pie (1999)
2031,2707,22,3.272727272727273,3.27,Arlington Road (1999)
2032,2708,3,4.0,3.43,"Autumn Tale, An (Conte d'automne) (1998)"
2033,2709,9,3.1666666666666665,3.22,Muppets From Space (1999)
2034,2710,64,2.796875,2.86,"Blair Witch Project, The (1999)"
2035,2712,53,3.4622641509433962,3.43,Eyes Wide Shut (1999)
2036,2713,12,2.6666666666666665,2.94,Lake Placid (1999)
2037,2716,120,3.775,3.73,Ghostbusters (a.k.a. Ghost Busters) (1984)
2038,2717,47,3.0,3.05,Ghostbusters II (1989)
2039,2718,10,3.2,3.23,Drop Dead Gorgeous (1999)
2040,2719,13,2.1153846153846154,2.62,"Haunting, The (1999)"
2041,2720,21,2.0952380952380953,2.48,Inspector Gadget (1999)
2042,2722,29,2.7758620689655173,2.9,Deep Blue Sea (1999)
2043,2723,39,3.08974358974359,3.13,Mystery Men (1999)
2044,2724,42,2.8333333333333335,2.92,Runaway Bride (1999)
2045,2725,1,2.0,3.15,Twin Falls Idaho (1999)
2046,2726,9,4.055555555555555,3.63,"Killing, The (1956)"
2047,2727,1,3.0,3.24,Killer's Kiss (1955)
2048,2728,13,3.576923076923077,3.44,Spartacus (1960)
2049,2729,7,3.5,3.36,Lolita (1962)
2050,2730,7,3.7142857142857144,3.44,Barry Lyndon (1975)
2051,2731,12,4.0,3.66,"400 Blows, The (Les quatre cents coups) (1959)"
2052,2732,5,4.5,3.67,Jules and Jim (Jules et Jim) (1961)
2053,2733,2,2.0,3.06,Vibes (1988)
2054,2734,10,3.25,3.26,"Mosquito Coast, The (1986)"
2055,2735,16,2.71875,2.93,"Golden Child, The (1986)"
2056,2736,5,3.6,3.37,Brighton Beach Memoirs (1986)
2057,2737,1,4.0,3.33,Assassination (1987)
2058,2738,1,4.0,3.33,Crimes of the Heart (1986)
2059,2739,12,3.9166666666666665,3.61,"Color Purple, The (1985)"
2060,2740,1,1.0,3.06,"Kindred, The (1986)"
2061,2741,2,2.0,3.06,No Mercy (1986)
2062,2742,1,1.0,3.06,Ménage (Tenue de soirée) (1986)
2063,2743,1,3.0,3.24,Native Son (1986)
2064,2744,1,4.0,3.33,Otello (1986)
2065,2745,9,3.5,3.37,"Mission, The (1986)"
2066,2746,39,3.3333333333333335,3.32,Little Shop of Horrors (1986)
2067,2747,9,3.0,3.14,"Little Shop of Horrors, The (1960)"
2068,2748,6,1.8333333333333333,2.74,Allan Quatermain and the Lost City of Gold (1987)
2069,2749,2,4.0,3.38,"Morning After, The (1986)"
2070,2750,7,3.142857142857143,3.21,Radio Days (1987)
2071,2751,1,4.0,3.33,From the Hip (1987)
2072,2752,8,2.8125,3.07,Outrageous Fortune (1987)
2073,2754,1,1.0,3.06,Deadtime Stories (1987)
2074,2757,1,3.5,3.28,Frances (1982)
2075,2759,8,3.5,3.37,Dick (1999)
2076,2761,39,4.051282051282051,3.89,"Iron Giant, The (1999)"
2077,2762,179,3.893854748603352,3.86,"Sixth Sense, The (1999)"
2078,2763,48,3.6458333333333335,3.58,"Thomas Crown Affair, The (1999)"
2079,2764,7,4.0,3.56,"Thomas Crown Affair, The (1968)"
2080,2765,1,3.5,3.28,"Acid House, The (1998)"
2081,2766,2,3.25,3.26,"Adventures of Sebastian Cole, The (1998)"
2082,2769,5,3.4,3.31,"Yards, The (2000)"
2083,2770,38,2.960526315789474,3.03,Bowfinger (1999)
2084,2771,4,3.25,3.26,Brokedown Palace (1999)
2085,2772,10,2.85,3.06,Detroit Rock City (1999)
2086,2774,1,3.0,3.24,Better Than Chocolate (1999)
2087,2775,1,1.0,3.06,Head On (1998)
2088,2779,13,3.269230769230769,3.27,Heaven Can Wait (1978)
2089,2782,3,3.3333333333333335,3.28,Pit and the Pendulum (1961)
2090,2784,2,3.25,3.26,"Masque of the Red Death, The (1964)"
2091,2786,4,1.75,2.84,Haunted Honeymoon (1986)
2092,2787,6,2.4166666666666665,2.95,Cat's Eye (1985)
2093,2788,28,4.053571428571429,3.84,Monty Python's And Now for Something Completely Different (1971)
2094,2789,4,2.875,3.15,Damien: Omen II (1978)
2095,2790,2,2.0,3.06,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
2096,2791,87,3.8563218390804597,3.79,Airplane! (1980)
2097,2792,19,3.1842105263157894,3.21,Airplane II: The Sequel (1982)
2098,2793,10,2.3,2.79,"American Werewolf in Paris, An (1997)"
2099,2794,15,2.6333333333333333,2.89,European Vacation (aka National Lampoon's European Vacation) (1985)
2100,2795,26,3.6538461538461537,3.54,National Lampoon's Vacation (1983)
2101,2796,11,2.590909090909091,2.92,Funny Farm (1988)
2102,2797,91,3.71978021978022,3.67,Big (1988)
2103,2798,12,1.5833333333333333,2.36,Problem Child (1990)
2104,2799,8,1.3125,2.41,Problem Child 2 (1991)
2105,2800,1,2.5,3.2,Little Nemo: Adventures in Slumberland (1992)
2106,2801,1,4.5,3.37,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
2107,2802,13,3.0384615384615383,3.14,Tequila Sunrise (1988)
2108,2803,13,2.923076923076923,3.07,"Pelican Brief, The (1993)"
2109,2804,55,3.9727272727272727,3.86,"Christmas Story, A (1983)"
2110,2805,23,3.0,3.08,Mickey Blue Eyes (1999)
2111,2806,9,2.3333333333333335,2.83,Teaching Mrs. Tingle (1999)
2112,2807,4,2.625,3.09,Universal Soldier: The Return (1999)
2113,2808,17,2.2058823529411766,2.61,Universal Soldier (1992)
2114,2810,5,4.2,3.57,Perfect Blue (1997)
2115,2812,1,3.0,3.24,In Too Deep (1999)
2116,2813,1,1.0,3.06,"Source, The (1999)"
2117,2815,7,2.2857142857142856,2.87,Iron Eagle (1986)
2118,2816,3,1.6666666666666667,2.9,Iron Eagle II (1988)
2119,2817,3,2.0,2.98,Aces: Iron Eagle III (1992)
2120,2818,3,1.0,2.75,Iron Eagle IV (1995)
2121,2819,16,3.75,3.56,Three Days of the Condor (3 Days of the Condor) (1975)
2122,2820,1,4.0,3.33,Hamlet (1964)
2123,2822,11,3.1363636363636362,3.2,Medicine Man (1992)
2124,2824,1,5.0,3.42,On the Ropes (1999)
2125,2826,26,2.9038461538461537,3.01,"13th Warrior, The (1999)"
2126,2827,11,2.272727272727273,2.75,"Astronaut's Wife, The (1999)"
2127,2828,2,1.5,2.98,Dudley Do-Right (1999)
2128,2829,7,3.0714285714285716,3.19,"Muse, The (1999)"
2129,2835,1,1.0,3.06,Chill Factor (1999)
2130,2836,4,3.5,3.33,Outside Providence (1999)
2131,2837,1,3.0,3.24,Bedrooms & Hallways (1998)
2132,2839,1,4.0,3.33,West Beirut (West Beyrouth) (1998)
2133,2840,23,2.869565217391304,2.99,Stigmata (1999)
2134,2841,18,3.5277777777777777,3.43,Stir of Echoes (1999)
2135,2843,9,3.9444444444444446,3.58,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
2136,2844,3,2.6666666666666665,3.13,"Minus Man, The (1999)"
2137,2846,7,3.857142857142857,3.5,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
2138,2847,2,3.0,3.22,Only Angels Have Wings (1939)
2139,2848,1,4.0,3.33,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
2140,2851,4,3.25,3.26,Saturn 3 (1980)
2141,2852,1,4.0,3.33,"Soldier's Story, A (1984)"
2142,2856,1,3.0,3.24,I Saw What You Did (1965)
2143,2857,14,3.2857142857142856,3.28,Yellow Submarine (1968)
2144,2858,204,4.056372549019608,4.02,American Beauty (1999)
2145,2859,7,3.857142857142857,3.5,Stop Making Sense (1984)
2146,2860,9,2.611111111111111,2.96,Blue Streak (1999)
2147,2861,8,3.375,3.31,For Love of the Game (1999)
2148,2862,1,1.0,3.06,Caligula (1979)
2149,2863,19,3.473684210526316,3.4,"Hard Day's Night, A (1964)"
2150,2865,1,4.0,3.33,Sugar Town (1999)
2151,2866,5,3.6,3.37,"Buddy Holly Story, The (1978)"
2152,2867,12,3.5833333333333335,3.43,Fright Night (1985)
2153,2868,2,2.0,3.06,Fright Night Part II (1988)
2154,2870,8,3.3125,3.28,Barefoot in the Park (1967)
2155,2871,30,3.9,3.74,Deliverance (1972)
2156,2872,25,3.64,3.53,Excalibur (1981)
2157,2874,3,3.6666666666666665,3.35,"Pajama Game, The (1957)"
2158,2875,10,2.95,3.11,Sommersby (1993)
2159,2876,1,2.0,3.15,Thumbelina (1994)
2160,2877,7,3.0,3.16,Tommy (1975)
2161,2878,2,2.0,3.06,Hell Night (1981)
2162,2879,7,3.2142857142857144,3.24,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
2163,2880,6,3.0833333333333335,3.2,Armour of God (Long xiong hu di) (1987)
2164,2881,19,3.026315789473684,3.11,Double Jeopardy (1999)
2165,2882,4,2.0,2.91,Jakob the Liar (1999)
2166,2883,5,3.2,3.24,Mumford (1999)
2167,2884,1,2.0,3.15,Dog Park (1998)
2168,2885,1,2.0,3.15,Guinevere (1999)
2169,2886,2,1.5,2.98,"Adventures of Elmo in Grouchland, The (1999)"
2170,2887,1,1.0,3.06,Simon Sez (1999)
2171,2888,5,2.1,2.88,Drive Me Crazy (1999)
2172,2889,8,3.75,3.47,"Mystery, Alaska (1999)"
2173,2890,45,3.7111111111111112,3.63,Three Kings (1999)
2174,2891,3,4.0,3.43,"Happy, Texas (1999)"
2175,2892,1,1.0,3.06,New Rose Hotel (1998)
2176,2893,1,3.0,3.24,Plunkett & MaCleane (1999)
2177,2894,1,4.0,3.33,Romance (1999)
2178,2896,1,3.0,3.24,Alvarez Kelly (1966)
2179,2897,1,4.0,3.33,And the Ship Sails On (E la nave va) (1983)
2180,2898,1,2.0,3.15,"Dark Half, The (1993)"
2181,2899,3,3.0,3.2,Gulliver's Travels (1939)
2182,2900,2,2.5,3.14,Monkey Shines (1988)
2183,2901,14,2.892857142857143,3.05,Phantasm (1979)
2184,2902,4,2.5,3.05,Psycho II (1983)
2185,2903,2,2.5,3.14,Psycho III (1986)
2186,2905,4,4.25,3.54,Sanjuro (Tsubaki Sanjûrô) (1962)
2187,2906,7,2.5714285714285716,2.98,Random Hearts (1999)
2188,2907,7,3.5714285714285716,3.39,Superstar (1999)
2189,2908,39,3.551282051282051,3.49,Boys Don't Cry (1999)
2190,2912,14,3.892857142857143,3.62,"Limey, The (1999)"
2191,2915,42,3.4404761904761907,3.41,Risky Business (1983)
2192,2916,88,3.653409090909091,3.61,Total Recall (1990)
2193,2917,10,4.0,3.62,Body Heat (1981)
2194,2918,109,3.8394495412844036,3.79,Ferris Bueller's Day Off (1986)
2195,2919,8,3.8125,3.5,"Year of Living Dangerously, The (1982)"
2196,2921,11,4.181818181818182,3.74,High Plains Drifter (1973)
2197,2922,5,3.6,3.37,Hang 'Em High (1968)
2198,2924,10,4.05,3.65,Drunken Master (Jui kuen) (1978)
2199,2925,5,4.1,3.53,"Conformist, The (Conformista, Il) (1970)"
2200,2926,11,3.3181818181818183,3.29,Hairspray (1988)
2201,2927,2,3.5,3.3,Brief Encounter (1946)
2202,2928,2,3.5,3.3,"Razor's Edge, The (1984)"
2203,2929,2,3.25,3.26,Reds (1981)
2204,2930,1,3.5,3.28,Return with Honor (1998)
2205,2931,3,4.166666666666667,3.47,Time of the Gypsies (Dom za vesanje) (1989)
2206,2932,3,3.6666666666666665,3.35,Days of Heaven (1978)
2207,2935,8,4.0,3.58,"Lady Eve, The (1941)"
2208,2936,7,4.0,3.56,Sullivan's Travels (1941)
2209,2937,5,4.1,3.53,"Palm Beach Story, The (1942)"
2210,2940,6,4.0,3.53,Gilda (1946)
2211,2941,9,3.7777777777777777,3.5,South Pacific (1958)
2212,2942,16,2.875,3.03,Flashdance (1983)
2213,2943,3,4.166666666666667,3.47,Indochine (1992)
2214,2944,32,3.96875,3.8,"Dirty Dozen, The (1967)"
2215,2946,7,3.357142857142857,3.3,Help! (1965)
2216,2947,53,3.839622641509434,3.75,Goldfinger (1964)
2217,2948,36,3.75,3.64,From Russia with Love (1963)
2218,2949,33,3.712121212121212,3.6,Dr. No (1962)
2219,2950,14,2.4642857142857144,2.8,"Blue Lagoon, The (1980)"
2220,2951,39,3.9358974358974357,3.79,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2221,2952,12,3.5416666666666665,3.41,Sydney (Hard Eight) (1996)
2222,2953,31,2.5161290322580645,2.7,Home Alone 2: Lost in New York (1992)
2223,2956,6,3.1666666666666665,3.23,Someone to Watch Over Me (1987)
2224,2959,218,4.272935779816514,4.23,Fight Club (1999)
2225,2961,5,2.4,2.98,"Story of Us, The (1999)"
2226,2962,2,3.0,3.22,Fever Pitch (1997)
2227,2964,1,1.0,3.06,Julien Donkey-Boy (1999)
2228,2965,1,2.0,3.15,"Omega Code, The (1999)"
2229,2966,14,3.9285714285714284,3.65,"Straight Story, The (1999)"
2230,2967,4,4.0,3.47,"Bad Seed, The (1956)"
2231,2968,41,3.731707317073171,3.64,Time Bandits (1981)
2232,2969,1,5.0,3.42,"Man and a Woman, A (Un homme et une femme) (1966)"
2233,2970,4,3.375,3.29,Fitzcarraldo (1982)
2234,2971,6,4.083333333333333,3.56,All That Jazz (1979)
2235,2972,1,5.0,3.42,Red Sorghum (Hong gao liang) (1987)
2236,2973,18,3.9166666666666665,3.68,Crimes and Misdemeanors (1989)
2237,2974,1,2.5,3.2,Bats (1999)
2238,2975,1,3.0,3.24,"Best Man, The (1999)"
2239,2976,6,3.4166666666666665,3.32,Bringing Out the Dead (1999)
2240,2977,2,3.0,3.22,Crazy in Alabama (1999)
2241,2978,4,3.0,3.19,Three to Tango (1999)
2242,2979,1,3.0,3.24,Body Shots (1999)
2243,2982,1,2.0,3.15,"Guardian, The (1990)"
2244,2983,1,4.0,3.33,"Ipcress File, The (1965)"
2245,2984,1,4.5,3.37,On Any Sunday (1971)
2246,2985,70,3.3714285714285714,3.36,RoboCop (1987)
2247,2986,25,2.64,2.82,RoboCop 2 (1990)
2248,2987,97,3.5721649484536084,3.54,Who Framed Roger Rabbit? (1988)
2249,2988,3,4.0,3.43,Melvin and Howard (1980)
2250,2989,21,3.5476190476190474,3.45,For Your Eyes Only (1981)
2251,2990,20,3.325,3.3,Licence to Kill (1989)
2252,2991,23,3.6956521739130435,3.56,Live and Let Die (1973)
2253,2992,1,3.5,3.28,Rawhead Rex (1986)
2254,2993,24,3.4791666666666665,3.41,Thunderball (1965)
2255,2995,14,2.4285714285714284,2.78,House on Haunted Hill (1999)
2256,2996,4,3.125,3.22,Music of the Heart (1999)
2257,2997,99,3.9545454545454546,3.89,Being John Malkovich (1999)
2258,3000,48,3.9583333333333335,3.83,Princess Mononoke (Mononoke-hime) (1997)
2259,3002,1,4.0,3.33,My Best Fiend (Mein liebster Feind) (1999)
2260,3003,2,4.5,3.46,Train of Life (Train de vie) (1998)
2261,3004,11,2.5454545454545454,2.89,"Bachelor, The (1999)"
2262,3005,25,2.84,2.96,"Bone Collector, The (1999)"
2263,3006,31,3.7419354838709675,3.62,"Insider, The (1999)"
2264,3007,6,3.75,3.44,American Movie (1999)
2265,3008,1,4.0,3.33,Last Night (1998)
2266,3010,1,4.0,3.33,Rosetta (1999)
2267,3011,4,3.25,3.26,"They Shoot Horses, Don't They? (1969)"
2268,3013,1,4.0,3.33,Bride of Re-Animator (1990)
2269,3014,1,2.0,3.15,Bustin' Loose (1981)
2270,3015,3,3.6666666666666665,3.35,Coma (1978)
2271,3016,14,3.0714285714285716,3.15,Creepshow (1982)
2272,3017,4,3.0,3.19,Creepshow 2 (1987)
2273,3018,10,3.45,3.35,Re-Animator (1985)
2274,3019,10,4.15,3.7,Drugstore Cowboy (1989)
2275,3020,17,3.5294117647058822,3.43,Falling Down (1993)
2276,3021,1,2.0,3.15,"Funhouse, The (1981)"
2277,3022,9,4.0,3.61,"General, The (1926)"
2278,3024,7,2.642857142857143,3.01,Piranha (1978)
2279,3028,2,2.5,3.14,"Taming of the Shrew, The (1967)"
2280,3029,6,3.25,3.26,Nighthawks (1981)
2281,3030,13,4.230769230769231,3.8,Yojimbo (1961)
2282,3031,4,2.375,3.02,Repossessed (1990)
2283,3032,6,3.6666666666666665,3.41,"Omega Man, The (1971)"
2284,3033,59,3.483050847457627,3.45,Spaceballs (1987)
2285,3034,36,3.513888888888889,3.46,Robin Hood (1973)
2286,3035,11,3.8181818181818183,3.55,Mister Roberts (1955)
2287,3036,7,3.7857142857142856,3.47,"Quest for Fire (Guerre du feu, La) (1981)"
2288,3037,24,4.145833333333333,3.88,Little Big Man (1970)
2289,3038,5,4.2,3.57,"Face in the Crowd, A (1957)"
2290,3039,39,3.730769230769231,3.63,Trading Places (1983)
2291,3040,9,3.2222222222222223,3.24,Meatballs (1979)
2292,3041,6,2.0833333333333335,2.83,Meatballs Part II (1984)
2293,3042,2,2.5,3.14,Meatballs III (1987)
2294,3043,1,1.0,3.06,Meatballs 4 (1992)
2295,3044,13,3.769230769230769,3.54,Dead Again (1991)
2296,3045,5,3.6,3.37,Peter's Friends (1992)
2297,3046,2,4.5,3.46,"Incredibly True Adventure of Two Girls in Love, The (1995)"
2298,3048,3,2.0,2.98,Under the Rainbow (1981)
2299,3051,3,2.5,3.09,Anywhere But Here (1999)
2300,3052,79,3.6455696202531644,3.6,Dogma (1999)
2301,3053,11,3.909090909090909,3.6,"Messenger: The Story of Joan of Arc, The (1999)"
2302,3054,8,2.3125,2.85,Pokémon: The First Movie (1998)
2303,3055,3,3.3333333333333335,3.28,Felicia's Journey (1999)
2304,3056,1,4.0,3.33,Oxygen (1999)
2305,3057,1,4.0,3.33,Where's Marlowe? (1998)
2306,3060,15,3.8666666666666667,3.62,"Commitments, The (1991)"
2307,3061,8,3.625,3.42,Holiday Inn (1942)
2308,3062,11,4.0,3.64,"Longest Day, The (1962)"
2309,3063,6,2.1666666666666665,2.86,Poison Ivy (1992)
2310,3064,3,2.3333333333333335,3.05,Poison Ivy: New Seduction (1997)
2311,3066,7,3.9285714285714284,3.53,Tora! Tora! Tora! (1970)
2312,3067,10,3.55,3.4,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
2313,3068,7,4.357142857142857,3.7,"Verdict, The (1982)"
2314,3070,21,3.5476190476190474,3.45,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
2315,3071,9,3.5,3.37,Stand and Deliver (1988)
2316,3072,27,3.5555555555555554,3.47,Moonstruck (1987)
2317,3073,1,5.0,3.42,"Sandpiper, The (1965)"
2318,3074,4,4.25,3.54,Jeremiah Johnson (1972)
2319,3075,3,4.166666666666667,3.47,Repulsion (1965)
2320,3076,4,3.625,3.36,Irma la Douce (1963)
2321,3077,2,4.0,3.38,42 Up (1998)
2322,3078,2,4.0,3.38,Liberty Heights (1999)
2323,3079,6,3.0833333333333335,3.2,Mansfield Park (1999)
2324,3081,62,3.475806451612903,3.45,Sleepy Hollow (1999)
2325,3082,39,3.3333333333333335,3.32,"World Is Not Enough, The (1999)"
2326,3083,19,4.157894736842105,3.84,All About My Mother (Todo sobre mi madre) (1999)
2327,3086,1,5.0,3.42,Babes in Toyland (1934)
2328,3087,24,3.1666666666666665,3.2,Scrooged (1988)
2329,3088,12,3.8333333333333335,3.57,Harvey (1950)
2330,3089,16,4.125,3.79,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
2331,3090,6,4.166666666666667,3.59,Matewan (1987)
2332,3091,4,4.125,3.5,Kagemusha (1980)
2333,3093,4,3.75,3.4,McCabe & Mrs. Miller (1971)
2334,3094,2,4.0,3.38,Maurice (1987)
2335,3095,9,4.111111111111111,3.66,"Grapes of Wrath, The (1940)"
2336,3096,1,5.0,3.42,My Man Godfrey (1957)
2337,3097,3,3.6666666666666665,3.35,"Shop Around the Corner, The (1940)"
2338,3098,24,3.6458333333333335,3.53,"Natural, The (1984)"
2339,3099,7,3.0714285714285716,3.19,Shampoo (1975)
2340,3100,22,3.9318181818181817,3.72,"River Runs Through It, A (1992)"
2341,3101,36,3.0972222222222223,3.13,Fatal Attraction (1987)
2342,3102,7,3.5714285714285716,3.39,Jagged Edge (1985)
2343,3103,2,2.75,3.18,Stanley & Iris (1990)
2344,3104,22,3.6363636363636362,3.52,Midnight Run (1988)
2345,3105,22,3.6818181818181817,3.55,Awakenings (1990)
2346,3106,1,1.0,3.06,Come See the Paradise (1990)
2347,3107,23,3.3043478260869565,3.29,Backdraft (1991)
2348,3108,36,3.8055555555555554,3.68,"Fisher King, The (1991)"
2349,3109,4,3.5,3.33,"River, The (1984)"
2350,3111,4,4.25,3.54,Places in the Heart (1984)
2351,3112,1,3.0,3.24,'night Mother (1986)
2352,3113,15,2.7,2.93,End of Days (1999)
2353,3114,97,3.8608247422680413,3.8,Toy Story 2 (1999)
2354,3115,5,4.0,3.5,Flawless (1999)
2355,3117,4,3.875,3.43,Ride with the Devil (1999)
2356,3120,2,3.5,3.3,"Distinguished Gentleman, The (1992)"
2357,3125,1,4.0,3.33,"End of the Affair, The (1999)"
2358,3127,3,2.8333333333333335,3.17,Holy Smoke (1999)
2359,3129,3,3.6666666666666665,3.35,Sweet and Lowdown (1999)
2360,3130,5,2.4,2.98,Bonfire of the Vanities (1990)
2361,3132,1,2.0,3.15,Daddy Long Legs (1919)
2362,3134,7,3.7142857142857144,3.44,Grand Illusion (La grande illusion) (1937)
2363,3135,3,3.6666666666666665,3.35,"Great Santini, The (1979)"
2364,3138,2,3.0,3.22,Stealing Home (1988)
2365,3141,2,1.25,2.94,"Two Jakes, The (1990)"
2366,3142,4,3.25,3.26,U2: Rattle and Hum (1988)
2367,3143,1,3.0,3.24,Hell in the Pacific (1968)
2368,3145,3,3.1666666666666665,3.24,Cradle Will Rock (1999)
2369,3146,17,2.323529411764706,2.68,Deuce Bigalow: Male Gigolo (1999)
2370,3147,111,4.148648648648648,4.07,"Green Mile, The (1999)"
2371,3148,26,3.75,3.61,"Cider House Rules, The (1999)"
2372,3150,2,3.25,3.26,"War Zone, The (1999)"
2373,3152,8,4.5,3.8,"Last Picture Show, The (1971)"
2374,3153,5,4.4,3.63,"7th Voyage of Sinbad, The (1958)"
2375,3155,9,3.6666666666666665,3.45,Anna and the King (1999)
2376,3156,15,2.8,2.99,Bicentennial Man (1999)
2377,3157,19,2.8421052631578947,2.99,Stuart Little (1999)
2378,3158,3,3.6666666666666665,3.35,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
2379,3159,15,3.8333333333333335,3.6,Fantasia 2000 (1999)
2380,3160,52,3.7115384615384617,3.64,Magnolia (1999)
2381,3161,2,3.0,3.22,Onegin (1999)
2382,3162,1,3.0,3.24,Simpatico (1999)
2383,3163,4,3.875,3.43,Topsy-Turvy (1999)
2384,3165,2,3.0,3.22,Boiling Point (1993)
2385,3167,4,3.5,3.33,Carnal Knowledge (1971)
2386,3168,29,3.603448275862069,3.51,Easy Rider (1969)
2387,3169,5,3.3,3.27,The Falcon and the Snowman (1985)
2388,3171,1,4.0,3.33,Room at the Top (1959)
2389,3173,18,3.0,3.1,Any Given Sunday (1999)
2390,3174,39,3.4871794871794872,3.44,Man on the Moon (1999)
2391,3175,75,3.58,3.54,Galaxy Quest (1999)
2392,3176,49,3.336734693877551,3.32,"Talented Mr. Ripley, The (1999)"
2393,3177,6,3.25,3.26,Next Friday (2000)
2394,3178,16,3.53125,3.43,"Hurricane, The (1999)"
2395,3179,3,3.3333333333333335,3.28,Angela's Ashes (1999)
2396,3181,6,3.9166666666666665,3.5,Titus (1999)
2397,3182,5,4.0,3.5,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
2398,3183,1,3.0,3.24,"Third Miracle, The (1999)"
2399,3185,3,3.3333333333333335,3.28,Snow Falling on Cedars (1999)
2400,3186,28,3.4642857142857144,3.41,"Girl, Interrupted (1999)"
2401,3189,11,3.5454545454545454,3.41,My Dog Skip (1999)
2402,3190,4,2.0,2.91,Supernova (2000)
2403,3192,1,3.0,3.24,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
2404,3194,4,3.625,3.36,"Way We Were, The (1973)"
2405,3196,9,3.7222222222222223,3.48,Stalag 17 (1953)
2406,3197,7,2.857142857142857,3.1,"Presidio, The (1988)"
2407,3198,14,3.9285714285714284,3.65,Papillon (1973)
2408,3200,8,4.25,3.69,"Last Detail, The (1973)"
2409,3201,8,4.5,3.8,Five Easy Pieces (1970)
2410,3203,12,3.1666666666666665,3.21,Dead Calm (1989)
2411,3204,8,3.6875,3.45,"Boys from Brazil, The (1978)"
2412,3206,3,2.3333333333333335,3.05,Against All Odds (1984)
2413,3208,8,2.1875,2.79,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
2414,3210,42,3.4761904761904763,3.43,Fast Times at Ridgemont High (1982)
2415,3211,2,3.75,3.34,"Cry in the Dark, A (1988)"
